,center_id,name,address,state_name,district_name,block_name,pincode,lat,long,from,to,fee_type,sessions,vaccine_fees,timestamp
0,647226,OHC-Reliance Industries Ltd.,Reliance Industries Ltd. At- Mora Post- Bhatha Surat Hajira Road Tal-Choryasi Surat,Gujarat,Surat,Choryasi,394510,21,72,09:00:00,18:00:00,Paid,"[{'session_id': '3dcb52fe-4738-4922-bc50-8b88935a9bdd', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '250'}]",2021-05-08 15:53:57.752099
1,695584,0C WZ SHARDA SCHOOL ICHHAPORE,ICHHAPORE,Gujarat,Surat Corporation,West Zone,394510,21,72,10:00:00,18:00:00,Free,"[{'session_id': '28675faf-bad8-444c-a056-93f1d015cf6a', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",,2021-05-08 15:53:57.752099
2,694779,0A WZ ICHHAPOR PHC HAJIRA ROAD,KHADI MAHOLLO GATE NO 3 ICHAPURE HAZIRA ROAD SURAT,Gujarat,Surat Corporation,West Zone,394510,21,72,10:00:00,16:00:00,Free,"[{'session_id': '2eafe80b-fd76-42f2-87d9-134d54f73915', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",,2021-05-08 15:53:57.752099
0,647226,OHC-Reliance Industries Ltd.,Reliance Industries Ltd. At- Mora Post- Bhatha Surat Hajira Road Tal-Choryasi Surat,Gujarat,Surat,Choryasi,394510,21,72,09:00:00,18:00:00,Paid,"[{'session_id': '3dcb52fe-4738-4922-bc50-8b88935a9bdd', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '250'}]",2021-05-08 15:59:04.655149
1,695584,0C WZ SHARDA SCHOOL ICHHAPORE,ICHHAPORE,Gujarat,Surat Corporation,West Zone,394510,21,72,10:00:00,18:00:00,Free,"[{'session_id': '28675faf-bad8-444c-a056-93f1d015cf6a', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",,2021-05-08 15:59:04.655149
2,694779,0A WZ ICHHAPOR PHC HAJIRA ROAD,KHADI MAHOLLO GATE NO 3 ICHAPURE HAZIRA ROAD SURAT,Gujarat,Surat Corporation,West Zone,394510,21,72,10:00:00,16:00:00,Free,"[{'session_id': '2eafe80b-fd76-42f2-87d9-134d54f73915', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",,2021-05-08 15:59:04.655149
0,647226,OHC-Reliance Industries Ltd.,Reliance Industries Ltd. At- Mora Post- Bhatha Surat Hajira Road Tal-Choryasi Surat,Gujarat,Surat,Choryasi,394510,21,72,09:00:00,18:00:00,Paid,"[{'session_id': '3dcb52fe-4738-4922-bc50-8b88935a9bdd', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '250'}]",2021-05-08 16:04:10.772997
1,695584,0C WZ SHARDA SCHOOL ICHHAPORE,ICHHAPORE,Gujarat,Surat Corporation,West Zone,394510,21,72,10:00:00,18:00:00,Free,"[{'session_id': '28675faf-bad8-444c-a056-93f1d015cf6a', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",,2021-05-08 16:04:10.772997
2,694779,0A WZ ICHHAPOR PHC HAJIRA ROAD,KHADI MAHOLLO GATE NO 3 ICHAPURE HAZIRA ROAD SURAT,Gujarat,Surat Corporation,West Zone,394510,21,72,10:00:00,16:00:00,Free,"[{'session_id': '2eafe80b-fd76-42f2-87d9-134d54f73915', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",,2021-05-08 16:04:10.772997
0,647226,OHC-Reliance Industries Ltd.,Reliance Industries Ltd. At- Mora Post- Bhatha Surat Hajira Road Tal-Choryasi Surat,Gujarat,Surat,Choryasi,394510,21,72,09:00:00,18:00:00,Paid,"[{'session_id': '3dcb52fe-4738-4922-bc50-8b88935a9bdd', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '250'}]",2021-05-08 16:09:17.707948
1,695584,0C WZ SHARDA SCHOOL ICHHAPORE,ICHHAPORE,Gujarat,Surat Corporation,West Zone,394510,21,72,10:00:00,18:00:00,Free,"[{'session_id': '28675faf-bad8-444c-a056-93f1d015cf6a', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",,2021-05-08 16:09:17.707948
2,694779,0A WZ ICHHAPOR PHC HAJIRA ROAD,KHADI MAHOLLO GATE NO 3 ICHAPURE HAZIRA ROAD SURAT,Gujarat,Surat Corporation,West Zone,394510,21,72,10:00:00,16:00:00,Free,"[{'session_id': '2eafe80b-fd76-42f2-87d9-134d54f73915', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",,2021-05-08 16:09:17.707948
0,647226,OHC-Reliance Industries Ltd.,Reliance Industries Ltd. At- Mora Post- Bhatha Surat Hajira Road Tal-Choryasi Surat,Gujarat,Surat,Choryasi,394510,21,72,09:00:00,18:00:00,Paid,"[{'session_id': '3dcb52fe-4738-4922-bc50-8b88935a9bdd', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '250'}]",2021-05-08 16:14:26.383018
1,695584,0C WZ SHARDA SCHOOL ICHHAPORE,ICHHAPORE,Gujarat,Surat Corporation,West Zone,394510,21,72,10:00:00,18:00:00,Free,"[{'session_id': '28675faf-bad8-444c-a056-93f1d015cf6a', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",,2021-05-08 16:14:26.383018
2,694779,0A WZ ICHHAPOR PHC HAJIRA ROAD,KHADI MAHOLLO GATE NO 3 ICHAPURE HAZIRA ROAD SURAT,Gujarat,Surat Corporation,West Zone,394510,21,72,10:00:00,16:00:00,Free,"[{'session_id': '2eafe80b-fd76-42f2-87d9-134d54f73915', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",,2021-05-08 16:14:26.383018
0,647226,OHC-Reliance Industries Ltd.,Reliance Industries Ltd. At- Mora Post- Bhatha Surat Hajira Road Tal-Choryasi Surat,Gujarat,Surat,Choryasi,394510,21,72,09:00:00,18:00:00,Paid,"[{'session_id': '3dcb52fe-4738-4922-bc50-8b88935a9bdd', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '250'}]",2021-05-08 16:19:37.142098
1,695584,0C WZ SHARDA SCHOOL ICHHAPORE,ICHHAPORE,Gujarat,Surat Corporation,West Zone,394510,21,72,10:00:00,18:00:00,Free,"[{'session_id': '28675faf-bad8-444c-a056-93f1d015cf6a', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",,2021-05-08 16:19:37.142098
2,694779,0A WZ ICHHAPOR PHC HAJIRA ROAD,KHADI MAHOLLO GATE NO 3 ICHAPURE HAZIRA ROAD SURAT,Gujarat,Surat Corporation,West Zone,394510,21,72,10:00:00,16:00:00,Free,"[{'session_id': '2eafe80b-fd76-42f2-87d9-134d54f73915', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",,2021-05-08 16:19:37.142098
0,647226,OHC-Reliance Industries Ltd.,Reliance Industries Ltd. At- Mora Post- Bhatha Surat Hajira Road Tal-Choryasi Surat,Gujarat,Surat,Choryasi,394510,21,72,09:00:00,18:00:00,Paid,"[{'session_id': '3dcb52fe-4738-4922-bc50-8b88935a9bdd', 'date': '08-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]","[{'vaccine': 'COVISHIELD', 'fee': '250'}]",2021-05-08 16:24:47.446643
1,695584,0C WZ SHARDA SCHOOL ICHHAPORE,ICHHAPORE,Gujarat,Surat Corporation,West Zone,394510,21,72,10:00:00,18:00:00,Free,"[{'session_id': '28675faf-bad8-444c-a056-93f1d015cf6a', 'date': '09-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-12:00PM', '12:00PM-02:00PM', '02:00PM-04:00PM', '04:00PM-06:00PM']}]",,2021-05-08 16:24:47.446643
